row,row_name,column,type,x_coord,y_coord,radius,halo_radius,spot_intensity,raw_int,note,RT
6,F,3,,303,655,24,,0.005172273636006483,0.4293317550608843,Initial Detection,179.6786610878661
6,F,2,,199,653,25,,0.005511541460943037,0.42937236718489574,Initial Detection,180.69288702928867
7,G,2,,197,774,24,,0.0034797727851906043,0.42769210534968616,Initial Detection,181.70711297071128
7,G,3,,302,775,25,,0.0012290537839345444,0.42605085310785845,Initial Detection,182.7213389121339
7,G,4,,408,777,24,,0.0002126862080158673,0.42401604576990115,Initial Detection,183.73556485355647
7,G,5,,510,777,24,,0.00001570785216522391,0.4243514286653735,Initial Detection,184.74979079497905
7,G,6,,616,779,24,,4.4497220713864776e-7,0.42264820964719046,Initial Detection,185.76401673640166
7,G,7,,721,780,24,,0,0.42299016867786815,Initial Detection,186.77824267782427
7,G,8,,825,782,25,,0.000001765845105430863,0.42292935721429237,Initial Detection,187.79246861924685
7,G,9,,929,782,25,,0.000059713506041408114,0.4222666707074382,Initial Detection,188.80669456066946
7,G,10,,1035,782,25,,0.0007550692485802773,0.4237556949621684,Initial Detection,189.82092050209204
7,G,11,,1137,785,23,,0.0037533130229791467,0.42627617450861505,Initial Detection,190.83514644351462
7,G,12,,86,767,24,,0.00835160835178113,0.4609739256239109,Initial Detection,191.84937238493723
7,G,13,,188,767,25,,0.011975138369174188,0.4591932599933328,Initial Detection,192.8635983263598
7,G,14,,293,768,24,,0.017866383380318533,0.46092570063240507,Initial Detection,193.87782426778242
7,G,15,,398,769,25,,0.02480484561555764,0.4711579840591569,Initial Detection,194.892050209205
7,G,16,,502,768,26,,0.027081271749367967,0.46564025325635244,Initial Detection,195.9062761506276
7,G,17,,605,770,25,,0.027563397505426183,0.46896182481235665,Initial Detection,196.92050209205019
7,G,18,,710,771,24,,0.02766785578436886,0.46803450278937747,Initial Detection,197.9347280334728
7,G,19,,816,771,25,,0.029211817727914514,0.4668424402218384,Initial Detection,198.94895397489537
7,G,20,,920,770,26,,0.04517318283678123,0.4707146775258231,Initial Detection,199.96317991631798
7,G,21,,1025,775,26,,0.11478481320705167,0.46696417780009114,Initial Detection,200.97740585774056
8,H,21,,1024,895,27,,0.23986246805457273,0.5971184622645558,Initial Detection,201.99163179916317
8,H,20,,919,894,27,,0.33222022943780705,0.6238795211738962,Initial Detection,203.00585774058575
8,H,19,,815,893,27,,0.3523026061719421,0.6323713905693569,Initial Detection,204.02008368200836
8,H,18,,710,893,27,,0.3074473568697218,0.6166267644913546,Initial Detection,205.03430962343094
8,H,17,,606,891,26,,0.21400846755275157,0.5529988192526891,Initial Detection,206.04853556485355
8,H,16,,502,890,25,,0.11995483441236138,0.4960471153943288,Initial Detection,207.06276150627613
8,H,15,,398,888,25,,0.06021870715824404,0.4807911830368418,Initial Detection,208.07698744769874
8,H,14,,292,888,24,,0.029511106652850526,0.46329530135139585,Initial Detection,209.09121338912132
8,H,13,,188,889,26,,0.01722535911424028,0.46238622523452255,Initial Detection,210.10543933054393
8,H,12,,85,887,24,,0.011953082533209643,0.4643540591194556,Initial Detection,211.1196652719665
8,H,11,,1138,902,26,,0.005606883045141944,0.4282300876728123,Initial Detection,212.1338912133891
8,H,10,,1033,903,25,,0.0012841187780904435,0.42434968835550724,Initial Detection,213.1481171548117
8,H,9,,928,903,24,,0.0001365918047479848,0.42303400957923704,Initial Detection,214.16234309623428
8,H,8,,823,902,25,,0.000006906602708875829,0.4228263175440193,Initial Detection,215.1765690376569
8,H,7,,721,900,23,,1.355963328178081e-7,0.4224235722184569,Initial Detection,216.19079497907947
8,H,6,,614,900,25,,3.6825970158424376e-8,0.4233314139669264,Initial Detection,217.20502092050208
8,H,5,,510,900,25,,0.000001304752152202125,0.4251740057176916,Initial Detection,218.21924686192466
8,H,4,,405,897,24,,0.0000176795339574374,0.42681090323217064,Initial Detection,219.23347280334727
8,H,3,,300,896,25,,0.00010097260101604773,0.42597205806588495,Initial Detection,220.24769874476985
8,H,2,,196,894,24,,0.0002639005453434435,0.4285360427010381,Initial Detection,221.26192468619246
9,I,2,,192,1014,24,,0.00032069022780861355,0.4287683994782935,Initial Detection,222.27615062761504
9,I,3,,299,1015,24,,0.0001689805321793406,0.4281765473098128,Initial Detection,223.29037656903765
9,I,4,,403,1017,25,,0.00003560919366173672,0.42712771868149646,Initial Detection,224.30460251046023
9,I,5,,506,1019,24,,0.000002859703217383209,0.42581571477109587,Initial Detection,225.31882845188284
9,I,6,,612,1019,25,,7.679506836300709e-7,0.4254790839571275,Initial Detection,226.33305439330542
9,I,7,,717,1021,25,,0.00002536674003496763,0.4254871654998941,Initial Detection,227.34728033472803
9,I,8,,822,1021,24,,0.0003716840910361122,0.4266443078069686,Initial Detection,228.3615062761506
9,I,9,,927,1022,25,,0.002515585571982434,0.4278085886595753,Initial Detection,229.37573221757322
9,I,10,,1030,1023,24,,0.009200878574775778,0.4314251581012507,Initial Detection,230.3899581589958
9,I,11,,1137,1026,26,,0.0208922849757572,0.43825807231380004,Initial Detection,231.4041841004184
9,I,12,,84,1007,24,,0.03355286537441142,0.4747487368340294,Initial Detection,232.41841004184099
9,I,13,,187,1008,25,,0.049290315671213406,0.4778596033982888,Initial Detection,233.43263598326357
9,I,14,,290,1008,24,,0.12009014423547201,0.4803888687951425,Initial Detection,234.44686192468617
9,I,15,,396,1010,24,,0.4104267515895067,0.506493933515273,Initial Detection,235.46108786610876
9,I,16,,500,1010,28,,0.9894041794147692,0.9241387040728908,Initial Detection,236.47531380753136
9,I,17,,605,1012,22,73,1.5061835221857907,0.7003512045928749,Initial Detection,237.48953974895394
9,I,18,,708,1012,24,64,1.6960374220758168,0.7435548394875,Initial Detection,238.50376569037655
9,I,19,,813,1013,25,70,1.7706334837669213,0.7196553222010081,Initial Detection,239.51799163179913
9,I,20,,918,1014,25,71,1.8420961762102035,0.7114323524360799,Initial Detection,240.53221757322174
9,I,21,,1024,1015,25,72,1.884337583405489,0.708565425139659,Initial Detection,241.54644351464432
10,J,21,,1023,1135,23,74,1.8583425325624312,0.6944291846514227,Initial Detection,242.56066945606693
10,J,20,,916,1135,22,68,1.730749190916445,0.6806008060858185,Initial Detection,243.5748953974895
10,J,19,,813,1133,20,62,1.5881750040350409,0.6318387274588549,Initial Detection,244.58912133891212
10,J,18,,712,1132,25,65,1.4616158664898653,0.6663292622561646,Backfilled,245.6033472803347
10,J,17,,608,1132,25,55,1.2831805213166545,0.796813851764302,Backfilled,246.6175732217573
10,J,16,,497,1131,30,,1.1140581307081976,0.9637872664195618,Initial Detection,247.6317991631799
10,J,15,,393,1130,28,,0.9678355462023709,0.9377577082282486,Initial Detection,248.6460251046025
10,J,14,,290,1130,26,,0.8007741753875428,0.8103942952240167,Initial Detection,249.66025104602508
10,J,13,,188,1129,25,,0.6488016234935746,0.7599498944348477,Initial Detection,250.6744769874477
10,J,12,,82,1128,26,,0.5509940885527614,0.6782398497568776,Initial Detection,251.68870292887027
10,J,11,,1132,1146,26,,0.4960092111756318,0.6757258806794411,Initial Detection,252.70292887029288
10,J,10,,1029,1144,26,,0.4105559143558407,0.6178320735596277,Initial Detection,253.71715481171546
10,J,9,,924,1143,26,,0.2931361409841502,0.5475971327364516,Initial Detection,254.73138075313807
10,J,8,,819,1143,26,,0.19582553974947847,0.5088444481633336,Initial Detection,255.74560669456065
10,J,7,,715,1142,26,,0.13173782145167712,0.4848724885876589,Initial Detection,256.75983263598323
10,J,6,,610,1141,26,,0.09215958743076283,0.4663208099740608,Initial Detection,257.77405857740587
10,J,5,,504,1140,25,,0.07137194179093898,0.4607348142760454,Initial Detection,258.7882845188284
10,J,4,,400,1138,26,,0.06223846417567838,0.45792355823315584,Initial Detection,259.802510460251
10,J,3,,296,1137,26,,0.059279457260229984,0.45651781812772535,Initial Detection,260.8167364016736
10,J,2,,191,1135,25,,0.06107378527509977,0.45689608146195115,Initial Detection,261.8309623430962
11,K,2,,189,1254,25,,0.061751804836604376,0.46402400218201656,Initial Detection,262.8451882845188
11,K,3,,292,1256,24,,0.05256318786080945,0.45590372538059387,Initial Detection,263.8594142259414
11,K,4,,400,1257,25,,0.03714513476551755,0.4473618813831562,Initial Detection,264.873640167364
11,K,5,,502,1259,24,,0.023646026693452657,0.4415480222273371,Initial Detection,265.8878661087866
11,K,6,,611,1260,24,,0.015402175183018632,0.4375672683830381,Initial Detection,266.90209205020915
11,K,7,,711,1261,24,,0.01358458661814957,0.43705432983702164,Initial Detection,267.9163179916318
11,K,8,,817,1263,25,,0.020211577157376304,0.4389045468779992,Initial Detection,268.93054393305437
11,K,9,,923,1264,24,,0.047736808434684946,0.4446059250978202,Initial Detection,269.94476987447695
11,K,10,,1027,1265,25,,0.11818334612721364,0.4572213635583033,Initial Detection,270.9589958158996
11,K,11,,1128,1264,23,,0.17450392470220305,0.5849035065815288,Initial Detection,271.97322175732216
11,K,12,,82,1246,25,,0.13556676163192866,0.4918548150841996,Initial Detection,272.98744769874475
11,K,13,,183,1248,23,,0.0862136909962487,0.4956301501801449,Initial Detection,274.0016736401674
11,K,14,,288,1249,23,,0.07789836851909157,0.49459089882162693,Initial Detection,275.0158995815899
11,K,15,,393,1250,24,,0.0894505931606237,0.5013426276044235,Initial Detection,276.03012552301254
11,K,16,,496,1251,23,,0.11261377754303648,0.5116065589364914,Initial Detection,277.0443514644351
11,K,17,,602,1253,25,,0.1473145607597528,0.5254376660504491,Initial Detection,278.0585774058577
11,K,18,,705,1253,24,,0.18048028091897997,0.5602998717653633,Initial Detection,279.07280334728034
11,K,19,,811,1252,26,,0.19596060601202545,0.5486440000371888,Initial Detection,280.08702928870287
11,K,20,,915,1253,26,,0.20346150212392225,0.5553268438717355,Initial Detection,281.1012552301255
11,K,21,,1020,1253,27,,0.18215898538266823,0.5829441798601278,Initial Detection,282.1154811715481
12,L,21,,1019,1375,24,,0.11911307192179799,0.4924999177983099,Initial Detection,283.12970711297066
12,L,20,,914,1374,25,,0.07712540821543715,0.4911375781636715,Initial Detection,284.1439330543933
12,L,19,,813,1373,22,,0.07347001835230513,0.4954447079558856,Initial Detection,285.1581589958159
12,L,18,,709,1372,22,,0.07602240372552393,0.5056387128546065,Initial Detection,286.17238493723846
12,L,17,,602,1372,25,,0.06675954340921632,0.4935741633077754,Initial Detection,287.1866108786611
12,L,16,,496,1371,25,,0.052765245569269335,0.485918921922195,Initial Detection,288.2008368200836
12,L,15,,392,1370,25,,0.043431513483820856,0.48223171803497294,Initial Detection,289.21506276150626
12,L,14,,288,1368,25,,0.04107256292355803,0.48033457587053374,Initial Detection,290.22928870292884
12,L,13,,184,1365,26,,0.05367234794527971,0.4831785345717235,Initial Detection,291.2435146443514
12,L,12,,81,1366,25,,0.10053893467671979,0.48190037478154585,Initial Detection,292.25774058577406
12,L,11,,1128,1383,23,,0.1352197998028128,0.562727261917502,Initial Detection,293.27196652719664
12,L,10,,1025,1382,23,,0.08342823896598014,0.4460742696108159,Initial Detection,294.2861924686192
12,L,9,,921,1383,25,,0.022139547586184014,0.4340859270034651,Initial Detection,295.30041841004186
12,L,8,,813,1381,23,,0.0026694525994962544,0.4304545832887432,Initial Detection,296.3146443514644
12,L,7,,714,1380,23,,0.0001527554516194321,0.4275532408233155,Initial Detection,297.328870292887
12,L,6,,606,1380,25,,0.00005794414860200619,0.4284328878382885,Initial Detection,298.3430962343096
12,L,5,,499,1378,23,,0.000717481427459619,0.42913946658105345,Initial Detection,299.3573221757322
12,L,4,,396,1377,25,,0.0038991659242143427,0.4348880201230417,Initial Detection,300.3715481171548
12,L,3,,292,1375,25,,0.010065212626606757,0.44090068794132814,Initial Detection,301.38577405857734
12,L,2,,187,1373,24,,0.014998935944818867,0.4436962263944148,Initial Detection,302.4
